,index,start,end,text,speaker,speaker_confidence,version_country,version_season,season,episode,episode_id,subtitle_index,start_time,end_time,speaker_label,subtitle_text,word_count
304,305,779.745,780.746,You got it?,SPEAKER_17,0.5184687500001246,US,US01,1,1,S01E01,305,779.745,780.746,SPEAKER_17,You got it?,3
305,306,780.946,781.947,We got a water map.,SPEAKER_17,0.6204062499999736,US,US01,1,1,S01E01,306,780.946,781.947,SPEAKER_17,We got a water map.,5
306,307,782.248,783.749,"B.B.: ""Enter jungle here.""",SPEAKER_05,1.2411562499999036,US,US01,1,1,S01E01,307,782.248,783.749,SPEAKER_05,"B.B.: ""Enter jungle here.""",4
307,308,784.049,786.051,"""Walk 375 paces",SPEAKER_05,2.0020000000000664,US,US01,1,1,S01E01,308,784.049,786.051,SPEAKER_05,"""Walk 375 paces",3
308,309,786.252,787.753,"along...""",SPEAKER_05,1.50100000000009,US,US01,1,1,S01E01,309,786.252,787.753,SPEAKER_05,"along...""",1
309,310,787.753,788.754,"Oh, we start here.",SPEAKER_05,1.0009999999999764,US,US01,1,1,S01E01,310,787.753,788.754,SPEAKER_05,"Oh, we start here.",4
310,311,788.754,791.257,"We go back to the other
stream down there",SPEAKER_05,2.502999999999929,US,US01,1,1,S01E01,311,788.754,791.257,SPEAKER_05,"We go back to the other
stream down there",9
311,312,791.757,793.759,"and then we get
the water here.",SPEAKER_05,1.2808437500001446,US,US01,1,1,S01E01,312,791.757,793.759,SPEAKER_05,"and then we get
the water here.",7
312,313,793.759,796.262,"B.B.: Here's where
we are right here.",SPEAKER_05,0.7266562499999054,US,US01,1,1,S01E01,313,793.759,796.262,SPEAKER_05,"B.B.: Here's where
we are right here.",7
313,314,796.362,797.863,"We have to go
across the stream.",SPEAKER_05,1.50100000000009,US,US01,1,1,S01E01,314,796.362,797.863,SPEAKER_05,"We have to go
across the stream.",7
314,315,797.863,799.365,We go across one stream...,SPEAKER_05,0.5410937500000728,US,US01,1,1,S01E01,315,797.863,799.365,SPEAKER_05,We go across one stream...,5
315,316,799.365,802.368,"s. two streams, three streams.
Two streams, three stream",SPEAKER_05,3.0030000000000427,US,US01,1,1,S01E01,316,799.365,802.368,SPEAKER_05,"s. two streams, three streams.
Two streams, three stream",9
316,317,802.368,803.369,All right.,SPEAKER_05,1.0009999999999764,US,US01,1,1,S01E01,317,802.368,803.369,SPEAKER_05,All right.,2
317,318,803.869,805.371,"All right, we're
ready to roll.",SPEAKER_21,0.5206562499998881,US,US01,1,1,S01E01,318,803.869,805.371,SPEAKER_21,"All right, we're
ready to roll.",6
318,319,805.371,806.872,All right.,SPEAKER_21,1.5009999999999764,US,US01,1,1,S01E01,319,805.371,806.872,SPEAKER_21,All right.,2
319,320,806.972,809.475,You all right?,SPEAKER_21,0.4734062500000391,US,US01,1,1,S01E01,320,806.972,809.475,SPEAKER_21,You all right?,3
320,321,811.977,813.479,"Okay, is this the path?",SPEAKER_21,1.1192812500000855,US,US01,1,1,S01E01,321,811.977,813.479,SPEAKER_21,"Okay, is this the path?",5
321,322,813.979,815.481,"Well, it said
""newly cut path.""",SPEAKER_05,0.9444062499999291,US,US01,1,1,S01E01,322,813.979,815.481,SPEAKER_05,"Well, it said
""newly cut path.""",6
322,323,815.481,816.482,"It looks newly cut, but...",SPEAKER_05,0.9118437500001164,US,US01,1,1,S01E01,323,815.481,816.482,SPEAKER_05,"It looks newly cut, but...",5
323,324,816.982,817.983,"""trail washes out.""",SPEAKER_21,1.0009999999999764,US,US01,1,1,S01E01,324,816.982,817.983,SPEAKER_21,"""trail washes out.""",3
324,325,817.983,819.485,"Oh, the trail washesout.",SPEAKER_05,1.5020000000000664,US,US01,1,1,S01E01,325,817.983,819.485,SPEAKER_05,"Oh, the trail washesout.",4
325,326,819.485,820.486,"Oh, wa...?",SPEAKER_05,1.0009999999999764,US,US01,1,1,S01E01,326,819.485,820.486,SPEAKER_05,"Oh, wa...?",2
326,327,820.486,822.988,No?,SPEAKER_05,1.0705937500000573,US,US01,1,1,S01E01,327,820.486,822.988,SPEAKER_05,No?,1
327,328,822.988,825.991,"B.B.: Why don't you stay
there for a minute?",SPEAKER_05,1.2619062500000382,US,US01,1,1,S01E01,328,822.988,825.991,SPEAKER_05,"B.B.: Why don't you stay
there for a minute?",9
328,329,825.991,826.992,Let me walk,SPEAKER_05,1.0009999999999764,US,US01,1,1,S01E01,329,825.991,826.992,SPEAKER_05,Let me walk,3
329,330,827.293,828.294,and keep you in sight...,SPEAKER_05,1.0009999999999764,US,US01,1,1,S01E01,330,827.293,828.294,SPEAKER_05,and keep you in sight...,5
330,331,828.294,829.295,Okay.,SPEAKER_13,0.303749999999809,US,US01,1,1,S01E01,331,828.294,829.295,SPEAKER_13,Okay.,1
331,332,829.295,830.296,...to see if I see...,SPEAKER_05,1.00100000000009,US,US01,1,1,S01E01,332,829.295,830.296,SPEAKER_05,...to see if I see...,5
332,333,830.296,831.797,Anything?,SPEAKER_05,0.3224687500000982,US,US01,1,1,S01E01,333,830.296,831.797,SPEAKER_05,Anything?,1
333,334,831.797,834.3,"...anything that
resembles anything.",SPEAKER_05,1.4539687500000582,US,US01,1,1,S01E01,334,831.797,834.3,SPEAKER_05,"...anything that
resembles anything.",4
334,335,834.8,836.302,(sighs),UNKNOWN,0.0,US,US01,1,1,S01E01,335,834.8,836.302,UNKNOWN,(sighs),1
335,336,836.802,837.803,Do you see anything?,SPEAKER_21,0.6032812499998954,US,US01,1,1,S01E01,336,836.802,837.803,SPEAKER_21,Do you see anything?,4
336,337,838.304,839.305,Huh?,UNKNOWN,0.0,US,US01,1,1,S01E01,337,838.304,839.305,UNKNOWN,Huh?,1
337,338,839.805,842.808,Look here.,SPEAKER_05,0.6243750000001,US,US01,1,1,S01E01,338,839.805,842.808,SPEAKER_05,Look here.,2
338,339,843.309,844.81,"I mean, come here
and look at it.",SPEAKER_05,1.1469687500000418,US,US01,1,1,S01E01,339,843.309,844.81,SPEAKER_05,"I mean, come here
and look at it.",8
339,340,844.91,846.412,"Okay, ready?",SPEAKER_21,0.1672812500000873,US,US01,1,1,S01E01,340,844.91,846.412,SPEAKER_21,"Okay, ready?",2
340,341,846.812,848.314,"Oh, thank you, Jesus.",SPEAKER_21,0.6011562499999172,US,US01,1,1,S01E01,341,846.812,848.314,SPEAKER_21,"Oh, thank you, Jesus.",4
341,342,848.814,849.315,Christ!,SPEAKER_21,0.50100000000009,US,US01,1,1,S01E01,342,848.814,849.315,SPEAKER_21,Christ!,1
342,343,849.815,850.316,Yeah.,SPEAKER_21,0.5009999999999764,US,US01,1,1,S01E01,343,849.815,850.316,SPEAKER_21,Yeah.,1
343,344,850.816,851.817,There we are. Go ahead.,SPEAKER_05,0.9147812500000327,US,US01,1,1,S01E01,344,850.816,851.817,SPEAKER_05,There we are. Go ahead.,5
344,345,852.117,852.618,All right.,SPEAKER_05,0.50100000000009,US,US01,1,1,S01E01,345,852.117,852.618,SPEAKER_05,All right.,2
345,346,853.118,855.12,"Way to go, B.B.",SPEAKER_21,0.8554687500001137,US,US01,1,1,S01E01,346,853.118,855.12,SPEAKER_21,"Way to go, B.B.",4
346,347,856.622,858.123,"Don't let me drop
sweat in there.",SPEAKER_05,1.0614062499998909,US,US01,1,1,S01E01,347,856.622,858.123,SPEAKER_05,"Don't let me drop
sweat in there.",7
347,348,858.123,859.124,"Okay, it's almost full.",SPEAKER_21,0.642968749999909,US,US01,1,1,S01E01,348,858.123,859.124,SPEAKER_21,"Okay, it's almost full.",4
348,349,859.625,860.626,"You know, we could
never do this,",SPEAKER_05,1.0009999999999764,US,US01,1,1,S01E01,349,859.625,860.626,SPEAKER_05,"You know, we could
never do this,",7
349,350,861.126,863.128,"but you know what thought
crossed my mind?",SPEAKER_05,2.0020000000000664,US,US01,1,1,S01E01,350,861.126,863.128,SPEAKER_05,"but you know what thought
crossed my mind?",8
350,351,863.128,864.63,What?,SPEAKER_05,0.8859062499999482,US,US01,1,1,S01E01,351,863.128,864.63,SPEAKER_05,What?,1
351,352,864.63,866.632,"As long as you and I always
know where the water is",SPEAKER_05,2.0019999999999527,US,US01,1,1,S01E01,352,864.63,866.632,SPEAKER_05,"As long as you and I always
know where the water is",12
352,353,866.632,868.133,"and we got control
of the water map,",SPEAKER_05,1.50100000000009,US,US01,1,1,S01E01,353,866.632,868.133,SPEAKER_05,"and we got control
of the water map,",8
353,354,868.133,870.135,"no one else will be able
to vote you or I out.",SPEAKER_05,1.939218750000009,US,US01,1,1,S01E01,354,868.133,870.135,SPEAKER_05,"no one else will be able
to vote you or I out.",12
354,355,870.135,871.637,"We're not giving
up the secret...",SPEAKER_21,0.7547812499999509,US,US01,1,1,S01E01,355,870.135,871.637,SPEAKER_21,"We're not giving
up the secret...",6
355,356,871.637,872.638,"We're not giving
up the secret.",SPEAKER_21,1.00100000000009,US,US01,1,1,S01E01,356,871.637,872.638,SPEAKER_21,"We're not giving
up the secret.",6
356,357,872.638,874.139,...of the water supply.,SPEAKER_21,1.5009999999999764,US,US01,1,1,S01E01,357,872.638,874.139,SPEAKER_21,...of the water supply.,4
357,358,874.139,875.14,That's right!,SPEAKER_21,0.8100937499999645,US,US01,1,1,S01E01,358,874.139,875.14,SPEAKER_21,That's right!,2
358,359,882.348,885.351,(all chuckling),UNKNOWN,0.0,US,US01,1,1,S01E01,359,882.348,885.351,UNKNOWN,(all chuckling),2
359,360,885.351,887.353,And your wife is how old now?,SPEAKER_20,1.7557812499998136,US,US01,1,1,S01E01,360,885.351,887.353,SPEAKER_20,And your wife is how old now?,7
360,361,887.353,888.354,B.B.: My wife? Right now?,SPEAKER_05,0.10740624999993997,US,US01,1,1,S01E01,361,887.353,888.354,SPEAKER_05,B.B.: My wife? Right now?,5
361,362,888.354,889.355,Yeah.,SPEAKER_05,1.0009999999999764,US,US01,1,1,S01E01,362,888.354,889.355,SPEAKER_05,Yeah.,1
362,363,889.855,890.356,She's 45.,SPEAKER_05,0.5009999999999764,US,US01,1,1,S01E01,363,889.855,890.356,SPEAKER_05,She's 45.,2
363,364,890.356,891.857,Wow. And how old are you?,SPEAKER_21,0.7585312499998054,US,US01,1,1,S01E01,364,890.356,891.857,SPEAKER_21,Wow. And how old are you?,6
364,365,891.857,892.858,64.,SPEAKER_21,1.0009999999999764,US,US01,1,1,S01E01,365,891.857,892.858,SPEAKER_21,64.,1
365,366,892.858,893.859,"Oh, you better go.",SPEAKER_21,1.00100000000009,US,US01,1,1,S01E01,366,892.858,893.859,SPEAKER_21,"Oh, you better go.",4
366,367,893.859,894.86,You are a stud.,SPEAKER_21,1.0009999999999764,US,US01,1,1,S01E01,367,893.859,894.86,SPEAKER_21,You are a stud.,4
367,368,895.361,896.362,He's a stud!,SPEAKER_21,1.0009999999999764,US,US01,1,1,S01E01,368,895.361,896.362,SPEAKER_21,He's a stud!,3
368,369,896.362,897.863,His name's Viagra.,SPEAKER_21,0.9464687500000082,US,US01,1,1,S01E01,369,896.362,897.863,SPEAKER_21,His name's Viagra.,3
369,370,898.364,900.866,Viagra. That's his nickname.,SPEAKER_21,2.5019999999999527,US,US01,1,1,S01E01,370,898.364,900.866,SPEAKER_21,Viagra. That's his nickname.,4
370,371,900.866,901.867,Dang!,SPEAKER_21,1.0009999999999764,US,US01,1,1,S01E01,371,900.866,901.867,SPEAKER_21,Dang!,1
371,372,901.867,904.37,"You know, you got to do
what you got to do, right?",SPEAKER_05,2.5030000000000427,US,US01,1,1,S01E01,372,901.867,904.37,SPEAKER_05,"You know, you got to do
what you got to do, right?",12
372,373,904.37,906.872,"Somebody has to do
the dirty work.",SPEAKER_05,2.3040937500001064,US,US01,1,1,S01E01,373,904.37,906.872,SPEAKER_05,"Somebody has to do
the dirty work.",7
373,374,907.373,910.876,"If we don't keep some
humor... we'll go mad.",SPEAKER_05,1.400624999999991,US,US01,1,1,S01E01,374,907.373,910.876,SPEAKER_05,"If we don't keep some
humor... we'll go mad.",9
374,375,915.881,917.383,"Good night, y'all.",SPEAKER_02,0.28015624999989086,US,US01,1,1,S01E01,375,915.881,917.383,SPEAKER_02,"Good night, y'all.",3
375,376,917.383,918.384,Good night.,SPEAKER_02,1.0009999999999764,US,US01,1,1,S01E01,376,917.383,918.384,SPEAKER_02,Good night.,2
376,377,918.384,919.385,Good night.,SPEAKER_02,0.2713437500001419,US,US01,1,1,S01E01,377,918.384,919.385,SPEAKER_02,Good night.,2
377,378,950.816,951.817,Stretch out.,UNKNOWN,0.0,US,US01,1,1,S01E01,378,950.816,951.817,UNKNOWN,Stretch out.,2
378,379,952.117,953.118,RUDY: The hardest part,SPEAKER_26,0.32453124999995,US,US01,1,1,S01E01,379,952.117,953.118,SPEAKER_26,RUDY: The hardest part,4
379,380,953.118,955.12,"is hanging around with
all these young kids.",SPEAKER_26,2.0019999999999527,US,US01,1,1,S01E01,380,953.118,955.12,SPEAKER_26,"is hanging around with
all these young kids.",8
380,381,955.22,958.223,"I don't even know what
MTV means, you know?",SPEAKER_26,1.9701562499999454,US,US01,1,1,S01E01,381,955.22,958.223,SPEAKER_26,"I don't even know what
MTV means, you know?",9
381,382,958.724,960.726,"And I'm used to being
in the military",SPEAKER_26,2.0019999999999527,US,US01,1,1,S01E01,382,958.724,960.726,SPEAKER_26,"And I'm used to being
in the military",8
382,383,960.726,963.228,"and one guy stands up,
he gives an order",SPEAKER_26,2.5019999999999527,US,US01,1,1,S01E01,383,960.726,963.228,SPEAKER_26,"and one guy stands up,
he gives an order",9
383,384,963.228,964.73,and there's no back talk.,SPEAKER_26,1.5020000000000664,US,US01,1,1,S01E01,384,963.228,964.73,SPEAKER_26,and there's no back talk.,5
384,385,964.73,966.632,"You know, like yesterday,",SPEAKER_26,1.90199999999993,US,US01,1,1,S01E01,385,964.73,966.632,SPEAKER_26,"You know, like yesterday,",4
385,386,966.632,968.634,"everybody's trying
to run the show",SPEAKER_26,2.0020000000000664,US,US01,1,1,S01E01,386,966.632,968.634,SPEAKER_26,"everybody's trying
to run the show",6
386,387,968.634,971.136,"and if they'd let
one person do it,",SPEAKER_26,2.5019999999999527,US,US01,1,1,S01E01,387,968.634,971.136,SPEAKER_26,"and if they'd let
one person do it,",8
387,388,971.136,972.638,we'd be much better off.,SPEAKER_26,1.5020000000000664,US,US01,1,1,S01E01,388,971.136,972.638,SPEAKER_26,we'd be much better off.,5
388,389,973.138,975.641,"But trying to keep them
all shut up is hard.",SPEAKER_26,2.502999999999929,US,US01,1,1,S01E01,389,973.138,975.641,SPEAKER_26,"But trying to keep them
all shut up is hard.",10
389,390,976.141,977.643,"If they listen to me,",SPEAKER_26,1.5020000000000664,US,US01,1,1,S01E01,390,976.141,977.643,SPEAKER_26,"If they listen to me,",5
390,391,977.643,980.145,"they'd all have haircuts and
everything else, you know.",SPEAKER_26,2.5019999999999527,US,US01,1,1,S01E01,391,977.643,980.145,SPEAKER_26,"they'd all have haircuts and
everything else, you know.",9
391,392,980.245,982.247,"We'd be in formation
in the morning",SPEAKER_26,2.0019999999999527,US,US01,1,1,S01E01,392,980.245,982.247,SPEAKER_26,"We'd be in formation
in the morning",7
392,393,982.247,983.749,"and all that kind of stuff,",SPEAKER_26,1.5020000000000664,US,US01,1,1,S01E01,393,982.247,983.749,SPEAKER_26,"and all that kind of stuff,",6
393,394,984.249,986.251,"but they're not
going to do that.",SPEAKER_26,2.0019999999999527,US,US01,1,1,S01E01,394,984.249,986.251,SPEAKER_26,"but they're not
going to do that.",7
394,395,986.251,988.253,"I got to fit in, not them.",SPEAKER_26,2.0020000000000664,US,US01,1,1,S01E01,395,986.251,988.253,SPEAKER_26,"I got to fit in, not them.",7
395,396,988.654,990.656,"You know, there's more of
them than there is of me.",SPEAKER_26,1.8044687500000691,US,US01,1,1,S01E01,396,988.654,990.656,SPEAKER_26,"You know, there's more of
them than there is of me.",11
396,397,990.656,992.658,"Hey, you got a
pierced nipple, eh?",SPEAKER_17,1.15328124999985,US,US01,1,1,S01E01,397,990.656,992.658,SPEAKER_17,"Hey, you got a
pierced nipple, eh?",7
397,398,992.658,995.16,"Yeah. I got the ol'
pierced nipple thing.",SPEAKER_10,1.7315312499998754,US,US01,1,1,S01E01,398,992.658,995.16,SPEAKER_10,"Yeah. I got the ol'
pierced nipple thing.",8
398,399,995.661,996.662,How did that feel?,SPEAKER_10,0.21290625000006003,US,US01,1,1,S01E01,399,995.661,996.662,SPEAKER_10,How did that feel?,4
399,400,996.662,998.664,"Pretty edgy for a
doctor, right?",SPEAKER_10,1.4070937500000582,US,US01,1,1,S01E01,400,996.662,998.664,SPEAKER_10,"Pretty edgy for a
doctor, right?",6
400,401,998.664,999.665,"Yeah, yeah.",SPEAKER_18,0.5188437500000873,US,US01,1,1,S01E01,401,998.664,999.665,SPEAKER_18,"Yeah, yeah.",2
401,402,999.665,1001.667,"I thought I was making
it with the hair",SPEAKER_18,1.89353124999991,US,US01,1,1,S01E01,402,999.665,1001.667,SPEAKER_18,"I thought I was making
it with the hair",9
402,403,1001.667,1002.668,"and then this morning,",SPEAKER_18,1.0009999999999764,US,US01,1,1,S01E01,403,1001.667,1002.668,SPEAKER_18,"and then this morning,",4
403,404,1002.768,1004.269,when I ran my hand through it,SPEAKER_18,1.5009999999999764,US,US01,1,1,S01E01,404,1002.768,1004.269,SPEAKER_18,when I ran my hand through it,7
404,405,1004.269,1007.272,"and felt these couple of
golf ball-sized knots in it,",SPEAKER_18,3.0030000000000427,US,US01,1,1,S01E01,405,1004.269,1007.272,SPEAKER_18,"and felt these couple of
golf ball-sized knots in it,",10
405,406,1007.272,1009.274,"I'm like, no, they
got to come out now.",SPEAKER_18,1.225843750000081,US,US01,1,1,S01E01,406,1007.272,1009.274,SPEAKER_18,"I'm like, no, they
got to come out now.",9
406,407,1012.778,1014.279,SONJA: I was doing something.,SPEAKER_22,0.3305312499999218,US,US01,1,1,S01E01,407,1012.778,1014.279,SPEAKER_22,SONJA: I was doing something.,5
407,408,1014.78,1016.382,"I don't even remember
how I did it.",SPEAKER_04,1.5815937500001382,US,US01,1,1,S01E01,408,1014.78,1016.382,SPEAKER_04,"I don't even remember
how I did it.",8
408,409,1016.582,1018.584,"Betadine won't hurt it,
yeah, so we'll give it",SPEAKER_22,1.5980312499999627,US,US01,1,1,S01E01,409,1016.582,1018.584,SPEAKER_22,"Betadine won't hurt it,
yeah, so we'll give it",9
409,410,1018.684,1019.685,a little shot of Betadine.,SPEAKER_22,1.0009999999999764,US,US01,1,1,S01E01,410,1018.684,1019.685,SPEAKER_22,a little shot of Betadine.,5
410,411,1019.685,1021.687,"I think these are the
only sponges we have,",SPEAKER_22,2.0020000000000664,US,US01,1,1,S01E01,411,1019.685,1021.687,SPEAKER_22,"I think these are the
only sponges we have,",9
411,412,1021.687,1023.689,"so I'm just going to
keep reusing them.",SPEAKER_22,1.7620937499999627,US,US01,1,1,S01E01,412,1021.687,1023.689,SPEAKER_22,"so I'm just going to
keep reusing them.",8
412,413,1023.889,1025.391,Okay.,SPEAKER_22,0.48937500000010914,US,US01,1,1,S01E01,413,1023.889,1025.391,SPEAKER_22,Okay.,1
413,414,1025.391,1027.393,"SONJA: I've been thrashing
around like I'm 35,",SPEAKER_03,2.0019999999999527,US,US01,1,1,S01E01,414,1025.391,1027.393,SPEAKER_03,"SONJA: I've been thrashing
around like I'm 35,",8
414,415,1027.393,1029.895,"instead of acting my age,",SPEAKER_03,2.5019999999999527,US,US01,1,1,S01E01,415,1027.393,1029.895,SPEAKER_03,"instead of acting my age,",5
415,416,1029.895,1031.096,but we have a doctor,SPEAKER_03,1.2010000000000218,US,US01,1,1,S01E01,416,1029.895,1031.096,SPEAKER_03,but we have a doctor,5
416,417,1031.497,1035.501,"in our tribe-- uh, Sean--
and he did a wonderful job",SPEAKER_03,4.003999999999905,US,US01,1,1,S01E01,417,1031.497,1035.501,SPEAKER_03,"in our tribe-- uh, Sean--
and he did a wonderful job",11
417,418,1035.601,1037.102,of bandaging me up.,SPEAKER_03,1.5009999999999764,US,US01,1,1,S01E01,418,1035.601,1037.102,SPEAKER_03,of bandaging me up.,4
418,419,1037.603,1039.605,"I think one of the
problems with aging",SPEAKER_03,1.8459062499998709,US,US01,1,1,S01E01,419,1037.603,1039.605,SPEAKER_03,"I think one of the
problems with aging",8
419,420,1039.605,1042.107,"is the thinning of
the skin, darn it,",SPEAKER_03,2.5019999999999527,US,US01,1,1,S01E01,420,1039.605,1042.107,SPEAKER_03,"is the thinning of
the skin, darn it,",8
420,421,1042.207,1044.71,"and so I think I'm maybe getting
a little more banged up",SPEAKER_03,2.502999999999929,US,US01,1,1,S01E01,421,1042.207,1044.71,SPEAKER_03,"and so I think I'm maybe getting
a little more banged up",12
421,422,1044.71,1046.211,than some of the younger ones.,SPEAKER_03,1.5009999999999764,US,US01,1,1,S01E01,422,1044.71,1046.211,SPEAKER_03,than some of the younger ones.,6
422,423,1046.512,1048.514,"My aim leaves something
to be desired,",SPEAKER_03,0.03896875000009459,US,US01,1,1,S01E01,423,1046.512,1048.514,SPEAKER_03,"My aim leaves something
to be desired,",7
423,424,1048.514,1050.015,but we're getting there.,SPEAKER_10,0.8315312499998981,US,US01,1,1,S01E01,424,1048.514,1050.015,SPEAKER_10,but we're getting there.,4
424,425,1050.015,1051.517,Try this?,SPEAKER_10,1.092218750000029,US,US01,1,1,S01E01,425,1050.015,1051.517,SPEAKER_10,Try this?,2
425,426,1051.517,1053.018,"Well, I don't know.",SPEAKER_27,0.4170937500000491,US,US01,1,1,S01E01,426,1051.517,1053.018,SPEAKER_27,"Well, I don't know.",4
426,427,1053.018,1054.52,This is heavier.,SPEAKER_10,1.2190312499999436,US,US01,1,1,S01E01,427,1053.018,1054.52,SPEAKER_10,This is heavier.,3
427,428,1054.52,1056.522,"It might be sharper, though.",SPEAKER_10,0.7553437500000655,US,US01,1,1,S01E01,428,1054.52,1056.522,SPEAKER_10,"It might be sharper, though.",5
428,429,1056.522,1057.523,Think so?,SPEAKER_27,0.5083437500002219,US,US01,1,1,S01E01,429,1056.522,1057.523,SPEAKER_27,Think so?,2
429,430,1058.023,1059.525,"I'm wondering 'cause
that's so damn hard.",SPEAKER_07,1.50200000000018,US,US01,1,1,S01E01,430,1058.023,1059.525,SPEAKER_07,"I'm wondering 'cause
that's so damn hard.",7
430,431,1059.525,1061.026,"Well, that's off.",SPEAKER_07,1.049093750000111,US,US01,1,1,S01E01,431,1059.525,1061.026,SPEAKER_07,"Well, that's off.",3
431,432,1061.527,1064.029,That ain't gonna work.,SPEAKER_07,1.2914687500001492,US,US01,1,1,S01E01,432,1061.527,1064.029,SPEAKER_07,That ain't gonna work.,4
432,433,1064.229,1067.232,"Here's a, uh, a therapist's
version of ""Bye, Bye, Blues,""",SPEAKER_03,3.002999999999929,US,US01,1,1,S01E01,433,1064.229,1067.232,SPEAKER_03,"Here's a, uh, a therapist's
version of ""Bye, Bye, Blues,""",10
433,434,1067.232,1068.233,if I can remember it.,SPEAKER_03,1.0009999999999764,US,US01,1,1,S01E01,434,1067.232,1068.233,SPEAKER_03,if I can remember it.,5
434,435,1068.233,1071.236,?? Bye-bye blues ??,SPEAKER_03,0.7954687500002819,US,US01,1,1,S01E01,435,1068.233,1071.236,SPEAKER_03,?? Bye-bye blues ??,4
435,436,1071.236,1072.237,?? Thanks to Prozac ??,SPEAKER_28,1.0009999999999764,US,US01,1,1,S01E01,436,1071.236,1072.237,SPEAKER_28,?? Thanks to Prozac ??,5
436,437,1072.738,1075.24,?? Bye-bye blues ??,SPEAKER_28,2.5019999999999527,US,US01,1,1,S01E01,437,1072.738,1075.24,SPEAKER_28,?? Bye-bye blues ??,4
437,438,1075.24,1077.242,?? Give me Paxil ??,SPEAKER_28,2.0019999999999527,US,US01,1,1,S01E01,438,1075.24,1077.242,SPEAKER_28,?? Give me Paxil ??,5
438,439,1077.242,1080.245,"?? ?? Bells ring, birds sing",SPEAKER_28,3.002999999999929,US,US01,1,1,S01E01,439,1077.242,1080.245,SPEAKER_28,"?? ?? Bells ring, birds sing",6
439,440,1080.245,1085.25,"?? Sun is shining,
no more whining ??",SPEAKER_28,5.005000000000109,US,US01,1,1,S01E01,440,1080.245,1085.25,SPEAKER_28,"?? Sun is shining,
no more whining ??",8
440,441,1085.25,1090.355,"?? I live through,
ba, da, da-da ??",SPEAKER_28,3.7922187500000746,US,US01,1,1,S01E01,441,1085.25,1090.355,SPEAKER_28,"?? I live through,
ba, da, da-da ??",8
441,442,1090.556,1093.559,"?? Life is hell, but I'm swell ?",SPEAKER_28,1.4899687500001164,US,US01,1,1,S01E01,442,1090.556,1093.559,SPEAKER_28,"?? Life is hell, but I'm swell ?",8
442,443,1093.559,1097.062,"?? Bye-bye, bye blues. ??",SPEAKER_28,3.502999999999929,US,US01,1,1,S01E01,443,1093.559,1097.062,SPEAKER_28,"?? Bye-bye, bye blues. ??",5
443,444,1097.062,1099.565,"Yeah, that's awesome, awesome.",SPEAKER_27,1.1234062500000164,US,US01,1,1,S01E01,444,1097.062,1099.565,SPEAKER_27,"Yeah, that's awesome, awesome.",4
444,445,1100.065,1101.567,Fantastic.,SPEAKER_27,1.5019999999999527,US,US01,1,1,S01E01,445,1100.065,1101.567,SPEAKER_27,Fantastic.,1
445,446,1106.572,1109.074,"RICHARD: Well, the fish traps
were hanging from the boat",SPEAKER_27,2.346781250000049,US,US01,1,1,S01E01,446,1106.572,1109.074,SPEAKER_27,"RICHARD: Well, the fish traps
were hanging from the boat",10
446,447,1109.074,1110.576,"that we were coming over here,",SPEAKER_27,1.5019999999999527,US,US01,1,1,S01E01,447,1109.074,1110.576,SPEAKER_27,"that we were coming over here,",6
447,448,1110.576,1113.078,"and when we were tossed
into the sea on the raft",SPEAKER_27,2.5019999999999527,US,US01,1,1,S01E01,448,1110.576,1113.078,SPEAKER_27,"and when we were tossed
into the sea on the raft",11
448,449,1113.078,1115.581,"and we could take whatever
we could get our hands on,",SPEAKER_27,2.502999999999929,US,US01,1,1,S01E01,449,1113.078,1115.581,SPEAKER_27,"and we could take whatever
we could get our hands on,",11
449,450,1115.581,1117.082,"we grabbed three
or four fish traps",SPEAKER_27,1.5010000000002037,US,US01,1,1,S01E01,450,1115.581,1117.082,SPEAKER_27,"we grabbed three
or four fish traps",7
450,451,1117.583,1118.584,"and a bunch of rat traps,",SPEAKER_27,1.0009999999999764,US,US01,1,1,S01E01,451,1117.583,1118.584,SPEAKER_27,"and a bunch of rat traps,",6
451,452,1118.984,1120.986,"and so we stuck the rat
traps out the first night",SPEAKER_27,2.00200000000018,US,US01,1,1,S01E01,452,1118.984,1120.986,SPEAKER_27,"and so we stuck the rat
traps out the first night",11
452,453,1120.986,1122.488,"and boom-- we got a
rat in each of them.",SPEAKER_27,1.5019999999999527,US,US01,1,1,S01E01,453,1120.986,1122.488,SPEAKER_27,"and boom-- we got a
rat in each of them.",10
453,454,1126.391,1127.392,Bait. I want bait!,SPEAKER_27,1.0009999999999764,US,US01,1,1,S01E01,454,1126.391,1127.392,SPEAKER_27,Bait. I want bait!,4
454,455,1127.392,1128.393,Give me bait!,SPEAKER_27,0.5133437500001037,US,US01,1,1,S01E01,455,1127.392,1128.393,SPEAKER_27,Give me bait!,3
455,456,1134.199,1136.201,"I think he's just going
to cut its head off.",SPEAKER_24,1.1812499999998636,US,US01,1,1,S01E01,456,1134.199,1136.201,SPEAKER_24,"I think he's just going
to cut its head off.",10
456,457,1138.203,1139.705,Ew!,UNKNOWN,0.0,US,US01,1,1,S01E01,457,1138.203,1139.705,UNKNOWN,Ew!,1
457,458,1139.905,1140.405,"Oh, God!",UNKNOWN,0.0,US,US01,1,1,S01E01,458,1139.905,1140.405,UNKNOWN,"Oh, God!",2
